HeldOut,SelectedWeights,ValidationMean,ValidationWorst
env1,0.00/0.00/0.50/0.50,1.3457943925233644,1.3457943925233644
env3,0.50/0.00/0.50/0.00,0.41807710620202054,0.41807710620202054
env6,0.50/0.00/0.50/0.00,0.7769370573572887,0.7769370573572887
