ReturnPolicy,MeanReportedCoverage,WorstReportedCoverage,MeanLiveCoverage,MeanUnreportedCells,MeanRobotsAtBase,Trials
selective_courier,2.7747345048303695,1.5940412598404654,2.7747345048303695,0,3,2
value_density,2.7747345048303695,1.5940412598404654,2.7747345048303695,0,3,2
